unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,65,68.5,65.0,685.74,36.5,31,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,65,63.0,70.83,686.84,39.5,30,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,72,60.0,67.0,690.0,41.0,26,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,66,61.5,72.5,691.11,31.5,23,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,69,56.5,74.17,691.12,29.5,24,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,63,72.5,65.0,691.67,41.0,22,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,61,70.0,70.0,692.59,41.0,29,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,60,65.17,76.67,695.02,35.67,20,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,63,66.0,75.0,703.33,36.5,17,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,69,59.0,76.0,705.56,36.0,16,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,65,63.0,77.0,707.41,37.0,15,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,67,68.0,70.0,708.15,41.0,13,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,69,64.5,72.5,712.22,35.0,11,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,70,61.0,80.0,729.26,33.0,8,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,73,76.0,67.5,748.7,35.0,7,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,70,70.0,80.83,762.03,39.5,4,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,75,68.0,78.0,764.44,76.0,2,,
FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,78,56.0,86.67,764.46,27.0,3,,
FZEA,Medicina Veterinária,2014,Ampla Concorrência (AC),,54,61.88,0.0,0.0,46.25,182,,
FSP,Nutrição,2020,Ampla Concorrência (AC),,71,71.0,52.0,672.962963,40.0,3,,
IO,Oceanografia,2020,Escola Pública (EP),,47,63.0,27.5,475.7407407,36.5,6,,
IO,Oceanografia,2020,Escola Pública (EP),,59,53.5,31.67,502.4185185,28.0,4,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,51,53.5,45.83,519.9888889,26.5,18,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,62,46.5,40.83,520.7296296,30.0,17,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,57,62.0,40.83,553.8777778,36.0,12,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,59,51.0,52.5,563.5185184999999,25.0,10,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,58,70.0,41.67,587.0481481,41.0,5,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,53,73.0,57.5,631.2962963,41.5,4,,
IO,Oceanografia,2020,Ampla Concorrência (AC),,68,70.5,50.83,656.2851852000001,43.0,1,,
FO,Odontologia,2020,"Pretos, Pardos e Indígenas (PPI)",,43,53.0,23.33,413.69259260000007,31.5,0,,
FO,Odontologia,2019,"Pretos, Pardos e Indígenas (PPI)",,45,53.0,35.83,462.7666666999999,25.5,4,,
FO,Odontologia,2020,Escola Pública (EP),,46,59.0,31.67,472.6037037,34.5,38,,
FO,Odontologia,2016,Escola Pública (EP),,56,48.25,32.81,477.6074074,54.0,107,,
FO,Odontologia,2017,Ampla Concorrência (AC),,44,58.0,39.5,487.962963,76.0,81,,
FO,Odontologia,2020,Escola Pública (EP),,46,58.0,38.33,491.4703704,33.0,31,,
FO,Odontologia,2020,Escola Pública (EP),,49,51.0,42.5,493.14814810000007,27.0,30,,
FO,Odontologia,2020,Escola Pública (EP),,45,56.5,44.17,502.2333333000001,31.5,27,,
FO,Odontologia,2020,Ampla Concorrência (AC),,50,60.0,37.0,508.5185185,32.0,81,,
FO,Odontologia,2020,Escola Pública (EP),,50,54.0,44.17,512.4185185,28.5,20,,
FO,Odontologia,2017,Ampla Concorrência (AC),,55,48.5,45.3,516.3703704,57.0,113,,
FO,Odontologia,2020,Escola Pública (EP),,45,50.0,55.0,516.6666667,40.0,36,,
FO,Odontologia,2020,Escola Pública (EP),,44,54.5,52.5,519.6296296,35.0,18,,
FO,Odontologia,2018,Ampla Concorrência (AC),,51,62.38,37.5,521.8222222,36.5,73,,
FO,Odontologia,2020,Escola Pública (EP),,42,62.5,47.5,522.2222222,36.5,16,,
FO,Odontologia,2017,Ampla Concorrência (AC),,46,55.75,50.0,522.8703704,43.75,73,,
FO,Odontologia,2016,Ampla Concorrência (AC),,50,56.25,45.31,523.7185185,30.0,73,,
FO,Odontologia,2018,Ampla Concorrência (AC),,52,60.0,39.8,525.2592593,30.0,98,,
FO,Odontologia,2018,Ampla Concorrência (AC),,55,61.5,38.54,537.1703704,34.0,82,,
FO,Odontologia,2020,Escola Pública (EP),,53,50.5,55.0,547.962963,27.0,11,,
FO,Odontologia,2020,Escola Pública (EP),,50,63.0,46.67,550.7518518999999,37.5,10,,
FO,Odontologia,2020,Escola Pública (EP),,54,52.5,53.33,552.7666667000001,32.0,10,,
FO,Odontologia,2020,Escola Pública (EP),,60,53.5,45.83,553.3222222,28.0,9,,
FO,Odontologia,2018,Ampla Concorrência (AC),,57,66.25,38.54,560.4111111000001,30.0,70,,
FO,Odontologia,2019,Ampla Concorrência (AC),,53,66.0,45.83,569.062963,33.0,54,,
FO,Odontologia,2020,Ampla Concorrência (AC),,53,64.5,48.33,572.3962962999999,38.5,83,,
FO,Odontologia,2019,Ampla Concorrência (AC),,53,69.5,45.0,577.962963,34.5,44,,
FO,Odontologia,2020,Escola Pública (EP),,50,73.0,45.83,581.2851852000001,40.0,6,,
FO,Odontologia,2020,Ampla Concorrência (AC),,56,57.0,55.83,583.5074074,30.0,65,,
FO,Odontologia,2020,Ampla Concorrência (AC),,52,63.0,55.0,585.9259258999999,38.0,67,,
FO,Odontologia,2020,Ampla Concorrência (AC),,62,53.83,54.17,589.6296296,29.33,62,,
FO,Odontologia,2018,Escola Pública (EP),,54,67.13,50.0,590.4333333,73.0,10,,
FO,Odontologia,2018,Ampla Concorrência (AC),,54,60.25,57.29,591.8,73.0,35,,
FO,Odontologia,2020,Ampla Concorrência (AC),,62,63.0,46.67,595.1962963,36.0,62,,
FO,Odontologia,2020,Ampla Concorrência (AC),,58,61.0,53.33,595.9148147999999,595.93,57,,
FO,Odontologia,2020,Ampla Concorrência (AC),,59,65.0,48.33,596.2851852000001,38.0,56,,
FO,Odontologia,2020,Ampla Concorrência (AC),,60,60.5,52.5,598.8888889,36.5,52,,
FO,Odontologia,2020,Ampla Concorrência (AC),,60,55.0,58.33,599.9888889,28.0,51,,
FO,Odontologia,2020,Ampla Concorrência (AC),,65,60.5,47.5,600.7407407000001,35.0,52,,
FO,Odontologia,2020,Ampla Concorrência (AC),,51,62.0,62.5,603.8888889,32.0,46,,
FO,Odontologia,2020,Ampla Concorrência (AC),,52,60.5,63.33,605.3592593,34.5,45,,
FO,Odontologia,2020,Ampla Concorrência (AC),,54,65.0,56.67,605.5666667,36.5,44,,
FO,Odontologia,2020,Ampla Concorrência (AC),,61,49.0,65.0,605.9259258999999,32.0,42,,
FO,Odontologia,2020,Ampla Concorrência (AC),,60,59.5,55.83,606.6555556,31.5,41,,
FO,Odontologia,2018,Ampla Concorrência (AC),,57,71.38,48.44,610.5111111,48.96,32,,
FO,Odontologia,2020,Ampla Concorrência (AC),,53,62.5,64.17,618.5296296,31.0,35,,
FO,Odontologia,2017,Ampla Concorrência (AC),,56,59.0,65.63,622.8407407000001,73.3,17,,
FO,Odontologia,2019,Ampla Concorrência (AC),,62,64.0,55.0,626.2962963,33.0,20,,
FO,Odontologia,2020,Ampla Concorrência (AC),,70,57.0,53.33,627.0259259,31.5,32,,
FO,Odontologia,2020,Ampla Concorrência (AC),,69,52.5,60.0,630.5555555999999,27.0,30,,
FO,Odontologia,2019,Ampla Concorrência (AC),,55,67.0,63.33,638.137037,35.0,15,,
FO,Odontologia,2020,Ampla Concorrência (AC),,63,58.5,63.33,639.4333333,36.5,27,,
FO,Odontologia,2020,Ampla Concorrência (AC),,61,68.5,55.83,640.3592593,39.5,26,,
FO,Odontologia,2018,Ampla Concorrência (AC),,65,64.38,57.29,646.3074074,60.0,14,,
FO,Odontologia,2020,Ampla Concorrência (AC),,65,66.0,55.83,646.8407407000001,34.5,22,,
FO,Odontologia,2020,Ampla Concorrência (AC),,79,53.0,53.33,647.0259259,30.0,20,,
FO,Odontologia,2019,Ampla Concorrência (AC),,64,69.5,54.17,649.2703704,39.5,12,,
FO,Odontologia,2020,Ampla Concorrência (AC),,65,52.5,70.83,651.8407407000001,32.0,20,,
FO,Odontologia,2020,Ampla Concorrência (AC),,60,63.0,66.67,654.4555556,36.0,19,,
FO,Odontologia,2020,Ampla Concorrência (AC),,65,63.5,61.67,657.9740741,33.0,18,,
FO,Odontologia,2020,Ampla Concorrência (AC),,61,71.0,60.0,662.5925926,40.0,16,,
FO,Odontologia,2020,Ampla Concorrência (AC),,77,49.5,64.17,664.0851852000001,28.5,15,,
FO,Odontologia,2020,Ampla Concorrência (AC),,55,72.0,66.67,665.937037,41.0,17,,
FO,Odontologia,2020,Ampla Concorrência (AC),,66,69.0,65.83,693.8777778,41.5,4,,
FO,Odontologia,2020,Ampla Concorrência (AC),,63,65.67,74.17,699.4666667,34.67,2,,
FO,Odontologia,2020,Ampla Concorrência (AC),,68,73.0,78.67,757.4185185,40.0,1,,
FO,Odontologia,2017,"Pretos, Pardos e Indígenas (PPI)",,52,40.75,0.0,0.0,27.0,13,,
FO,Odontologia,0,Escola Pública (EP),,58,0.0,0.0,0.0,0.0,99,,
FO,Odontologia,2019,Ampla Concorrência (AC),,46,0.0,60.0,0.0,35.0,37,,
FORP,Odontologia,2020,Escola Pública (EP),,54,53.5,32.5,486.6666667,29.0,8,,
FORP,Odontologia,2020,Ampla Concorrência (AC),,60,62.5,45.83,583.3222222,40.0,16,,
IP,Psicologia,2020,Ampla Concorrência (AC),,69,70.5,50.83,660.0,36.5,21,,
IP,Psicologia,2020,Ampla Concorrência (AC),,73,69.0,56.0,689.0,38.0,8,,
IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,56,57.0,38.33,517.78,36.0,4,,
IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,59,59.1,37.5,534.44,35.0,2,,
IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,59,67.0,43.33,586.3,43.0,1,,
IP,Psicologia,2020,Escola Pública (EP),,65,65.0,39.17,587.96,39.5,7,,
IP,Psicologia,2020,Escola Pública (EP),,58,64.83,48.33,592.04,34.33,6,,
IP,Psicologia,2020,Escola Pública (EP),,66,58.0,50.0,604.44,28.0,5,,
IP,Psicologia,2020,Escola Pública (EP),,61,67.5,48.33,612.04,38.0,4,,
IP,Psicologia,2020,Escola Pública (EP),,66,65.5,46.67,618.33,37.0,3,,
IP,Psicologia,2020,Escola Pública (EP),,64,56.0,62.5,632.04,29.5,2,,
IP,Psicologia,2020,Ampla Concorrência (AC),,66,66.0,53.0,640.44,40.0,42,,
IP,Psicologia,2020,Ampla Concorrência (AC),,66,75.5,44.17,643.33,43.5,40,,
IP,Psicologia,2020,Ampla Concorrência (AC),,71,63.5,50.83,644.07,33.0,39,,
IP,Psicologia,2020,Ampla Concorrência (AC),,66,69.5,50.83,645.56,36.5,38,,
IP,Psicologia,2020,Ampla Concorrência (AC),,74,52.5,59.17,646.3,36.5,36,,
IP,Psicologia,2020,Ampla Concorrência (AC),,66,70.0,50.83,647.22,45.0,35,,
IP,Psicologia,2020,Ampla Concorrência (AC),,74,62.33,50.0,648.52,32.33,34,,
IP,Psicologia,2020,Ampla Concorrência (AC),,68,67.5,51.67,649.07,35.0,33,,
IP,Psicologia,2020,Ampla Concorrência (AC),,69,66.5,51.67,649.44,30.0,32,,
IP,Psicologia,2020,Ampla Concorrência (AC),,64,65.5,58.33,649.81,33.0,31,,
IP,Psicologia,2020,Ampla Concorrência (AC),,73,69.5,45.0,652.04,41.5,30,,
IP,Psicologia,2020,Ampla Concorrência (AC),,70,67.5,50.83,653.7,38.0,29,,
IP,Psicologia,2020,Ampla Concorrência (AC),,74,61.5,52.5,654.07,40.0,28,,
IP,Psicologia,2020,Ampla Concorrência (AC),,67,69.5,52.6,654.81,41.0,27,,
IP,Psicologia,2020,Ampla Concorrência (AC),,68,68.5,52.5,655.19,38.5,26,,
IP,Psicologia,2020,Ampla Concorrência (AC),,65,67.0,57.5,655.74,33.0,25,,
IP,Psicologia,2020,Ampla Concorrência (AC),,70,67.5,51.67,656.48,37.5,24,,
IP,Psicologia,2020,Ampla Concorrência (AC),,63,71.5,55.83,657.78,43.5,22,,
IP,Psicologia,2020,Ampla Concorrência (AC),,74,62.0,62.0,664.07,36.5,20,,
IP,Psicologia,2020,Ampla Concorrência (AC),,67,67.0,60.0,671.48,37.5,17,,
IP,Psicologia,2020,Ampla Concorrência (AC),,68,73.5,52.5,671.85,40.0,16,,
IP,Psicologia,2020,Ampla Concorrência (AC),,72,65.0,56.67,672.22,27.5,15,,
IP,Psicologia,2020,Ampla Concorrência (AC),,71,74.0,49.17,673.52,41.5,14,,
IP,Psicologia,2020,Ampla Concorrência (AC),,71,68.0,59.17,686.85,33.0,10,,
IP,Psicologia,2020,Ampla Concorrência (AC),,64,72.5,62.5,687.04,41.5,9,,
IP,Psicologia,2020,Ampla Concorrência (AC),,74,68.5,60.0,702.41,32.0,6,,
IP,Psicologia,2020,Ampla Concorrência (AC),,77,66.0,59.17,702.41,36.0,7,,
IP,Psicologia,2020,Ampla Concorrência (AC),,63,79.5,62.5,706.7,45.0,5,,
IP,Psicologia,2020,Ampla Concorrência (AC),,70,74.5,61.67,713.5,40.0,4,,
IP,Psicologia,2020,Ampla Concorrência (AC),,80,64.5,63.33,722.41,33.0,3,,
IP,Psicologia,2020,Ampla Concorrência (AC),,75,83.33,60.83,748.33,43.33,2,,
IQSC,Química,2020,Escola Pública (EP),,39,45.5,25.0,379.4444444,26.5,21,,
IQSC,Química,2020,Escola Pública (EP),,46,49.5,22.5,410.3703704,31.0,13,,
IQSC,Química,2020,Escola Pública (EP),,44,53.5,40.83,477.3962963,36.5,6,,
IQSC,Química,2020,Escola Pública (EP),,52,46.0,40.0,479.25925930000005,30.0,5,,
IQSC,Química,2020,Ampla Concorrência (AC),,66,66.0,29.17,561.6777778,33.0,24,,
IQ,Química Integral (Bach e Lic),2020,"Pretos, Pardos e Indígenas (PPI)",,45,52.5,25.0,425.0,33.0,14,,
IQ,Química Integral (Bach e Lic),2019,Escola Pública (EP),,52,50.5,27.5,452.5925926,28.5,20,,
IQ,Química Integral (Bach e Lic),2019,Escola Pública (EP),,51,60.5,29.17,487.7888889,29.0,12,,
IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,56,59.5,45.83,558.5074074,33.0,70,,
IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,70,70.5,51.67,666.4925926,43.5,11,,
IQ,Química Integral (Bach e Lic),2019,Ampla Concorrência (AC),,55,65.0,75.83,673.137037,33.5,9,,
IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,73,66.5,60.83,694.8037037,41.0,6,,
IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,72,67.5,70.0,725.0,35.0,3,,
IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,77,75.5,73.33,781.2851852000001,43.0,1,,
IQ,Química Noturno (Bach e Lic),2020,"Pretos, Pardos e Indígenas (PPI)",,46,43.0,35.0,430.3703704,28.0,12,,
IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,49,65.0,24.17,478.7148148,35.0,14,,
IQ,Química Noturno (Bach e Lic),2020,Escola Pública (EP),,57,46.5,34.17,480.0111111000001,33.5,25,,
IQ,Química Noturno (Bach e Lic),2020,Escola Pública (EP),,57,58.5,30.0,506.1111111000001,40.0,16,,
IQ,Química Noturno (Bach e Lic),2020,Escola Pública (EP),,63,36.0,49.17,517.2333333,25.0,14,,
IQ,Química Noturno (Bach e Lic),2020,Escola Pública (EP),,57,54.5,38.33,520.5444444,30.0,12,,
IQ,Química Noturno (Bach e Lic),2019,Ampla Concorrência (AC),,54,56.0,42.5,528.3333333,30.0,56,,
IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,50,67.5,36.67,532.4185185,34.5,53,,
IQ,Química Noturno (Bach e Lic),2020,"Pretos, Pardos e Indígenas (PPI)",,56,49.5,49.5,537.4074074,33.5,2,,
IQ,Química Noturno (Bach e Lic),2020,Escola Pública (EP),,59,66.0,35.0,555.1851852000001,38.0,8,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,57,69.5,44.17,590.0111111,43.5,46,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,61,66.0,43.33,590.3592593,36.0,43,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,60,61.5,51.67,599.4555556,32.0,41,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,60,67.5,47.5,605.5555555999999,38.0,38,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,57,69.5,54.17,623.3444444,33.0,29,,
IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,65,68.0,47.5,625.7407407000001,42.0,29,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,66,64.0,50.0,622.0,37.0,7,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,59,74.5,47.5,625.195,42.0,5,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,68,72.0,53.5,670.0,45.0,22,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,70,76.5,64.17,728.0,45.0,5,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,67,62.0,46.67,610.37,36.0,8,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,65,60.0,55.0,624.07,38.5,6,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,61,71.0,50.83,632.04,36.5,4,,
IRI,Relações Internacionais,2020,Escola Pública (EP),,60,69.5,56.67,642.78,40.0,2,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,67,60.0,63.3,659.26,26.5,32,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,67,75.0,49.17,662.04,46.5,29,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,70,70.0,50.83,662.04,38.0,29,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,71,65.0,55.0,662.96,36.5,28,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,64,71.17,57.5,665.93,36.67,27,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,70,66.0,56.67,668.15,37.5,24,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,72,70.0,50.83,669.44,39.5,23,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,71,65.5,56.67,670.19,32.0,21,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,73,74.0,48.33,678.15,41.5,18,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,69,72.5,55.0,680.56,44.5,17,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,68,65.0,64.17,682.41,33.0,16,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,67,76.5,56.67,692.04,40.5,14,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,74,66.17,60.0,694.63,34.67,13,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,68,71.5,61.67,695.74,38.0,12,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,71,67.0,64.17,700.19,35.0,10,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,69,74.0,60.0,702.22,45.0,9,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,69,66.0,68.33,703.33,38.0,8,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,69,77.5,60.0,713.89,40.0,6,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,70,70.0,70.83,728.7,35.0,4,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,77,72.5,64.17,740.74,41.5,3,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,80,75.5,60.83,750.74,40.0,2,,
IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,73,74.5,70.83,754.81,42.0,1,,
IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,55,51.5,40.83,511.48,27.0,5,,
IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,51,55.0,50.83,541.67,33.5,4,,
IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,64,64.0,66.67,672.59,30.0,1,,
ECA,Relações Públicas,2020,Escola Pública (EP),,44,58.5,33.33,469.062963,30.0,5,,
ECA,Relações Públicas,2020,Ampla Concorrência (AC),,61,55.5,35.0,527.5925926,29.5,18,,
EACH,Sistemas de Informação,2020,Escola Pública (EP),,50,55.0,16.67,424.0851852,29.5,143,,
EACH,Sistemas de Informação,2020,Escola Pública (EP),,51,50.0,30.83,458.3222222,29.5,98,,
EACH,Sistemas de Informação,2020,Escola Pública (EP),,55,61.0,25.83,493.137037,33.0,63,,
EACH,Sistemas de Informação,2019,Escola Pública (EP),,49,57.5,40.0,506.4814815,30.0,53,,
EACH,Sistemas de Informação,2020,Escola Pública (EP),,63,51.0,43.0,546.6666667000001,28.0,41,,
EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,62,55.5,48.33,575.7296296,31.0,138,,
EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,60,74.5,35.0,587.2222222,40.0,122,,
EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,61,67.5,54.17,631.4925926,41.5,57,,
EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,59,52.0,75.83,644.6185184999999,31.5,48,,
FMRP,Terapia Ocupacional,2020,Escola Pública (EP),,37,48.5,29.17,395.937037,33.0,2,,
FMRP,Terapia Ocupacional,2020,Ampla Concorrência (AC),,53,59.0,41.67,531.862963,38.0,7,,
FMRP,Terapia Ocupacional,2020,Ampla Concorrência (AC),,50,55.0,51.0,538.5185184999999,26.0,5,,
FMRP,Terapia Ocupacional,2020,Ampla Concorrência (AC),,53,53.0,57.5,564.6296296,28.0,4,,
FMRP,Terapia Ocupacional,2020,Ampla Concorrência (AC),,53,66.0,53.33,594.062963,31.5,3,,
FMRP,Terapia Ocupacional,2020,Ampla Concorrência (AC),,60,62.5,56.67,619.4555556,30.0,1,,
EACH,Têxtil e Moda,2019,Escola Pública (EP),,44,57.0,29.17,450.1962963,31.5,3,,
ECA,Turismo,2020,Ampla Concorrência (AC),,50,49.0,57.5,540.1851852000001,27.0,3,,
FO,Odontologia,,Ampla Concorrência (AC),Primeira,63,57.0,67.5,648.33,28.5,43,38,
EACH,Gestão Ambiental,,Ampla Concorrência (AC),Primeira,48,50.5,32.5,454.44,31.5,21,21,https://drive.google.com/open?id=1MGxYfPYPGiYJQH5EEZDGY39ebojNB7fm
FFCLRP,Química (integral),,Escola Pública (EP),Primeira,50,59.67,40.83,520.19,35.67,2,2,https://drive.google.com/open?id=1gorWxyQA4IuOtYgsPpaMg5TP_vOQyQI3
Poli,Engenharia de Computação,,Escola Pública (EP),Primeira,66,56.0,60.83,633.89,33.0,75,47,
IME,Ciência da Computação,,Escola Pública (EP),Primeira,81,55.0,62.5,691.67,31.5,6,6,
ICMC,Ciências de Computação,,Ampla Concorrência (AC),Primeira,68,65.0,76.67,724.07,44.5,41,36,https://drive.google.com/open?id=132p7CVAr-qAVUOCZbIUKh4tlmOJQmPOT
ICMC,Ciências de Computação,,Escola Pública (EP),Primeira,74,66.5,33.3,606.85,42.5,31,22,https://drive.google.com/open?id=1nz6xi3r5YKlTyQZMcw6RLSm5lXlJoM2c
ICMC,Ciências de Computação,,Ampla Concorrência (AC),Primeira,75,65.0,70.0,727.78,36.0,35,30,https://drive.google.com/open?id=1GpjiiOnXZKNaj-BNltlMIW85xWABWZYG
ICMC,Ciências de Computação (Integral),,Ampla Concorrência (AC),Primeira,78,76.0,51.67,714.44,50.0,53,46,
ICMC,Ciências da Computação,,Escola Pública (EP),Primeira,67,56.5,60.83,639.26,34.5,22,14,
ICMC,Ciências de Computação,,Escola Pública (EP),Primeira,64,67.0,38.33,588.15,41.5,36,27,https://drive.google.com/open?id=18CnLMNilXv7AO3fP3jPuD4y6I62NvU7B
ICMC,Ciência da Computação,,Escola Pública (EP),Primeira,71,51.5,83.3,712.41,30.0,3,2,https://drive.google.com/open?id=1e1xkKmlYCQ8WE0ceAqw7LmCrndekdn0s
IP,Psicologia,,Ampla Concorrência (AC),Primeira,77,65.0,78.33,762.96,36.5,9,9,https://drive.google.com/open?id=1-rVN1sAaVQhcmEfDdKAmcwE-VE-KIhYH
Poli,Engenharia de Computação,,Escola Pública (EP),Primeira,66,51.0,87.5,706.11,32.0,25,19,
Poli,Engenharia de Produção,,Escola Pública (EP),Primeira,61,69.0,51.0,628.0,38.0,83,25,https://drive.google.com/open?id=13XOEeXMdzPIL-GDwYOaexU43-F2P5_om
EE,Enfermagem,,Escola Pública (EP),Primeira,54,53.5,59.17,575.56,30.0,7,7,https://drive.google.com/open?id=14YfUT0PMdomQeurkE5sf8r09cUBWQYxu
Poli,Engenharia Elétrica,,Ampla Concorrência (AC),Primeira,77,59.0,86.67,770.74,33.0,132,87,
ECA,Com. Social: Publicidade e Propaganda,,Escola Pública (EP),Primeira,64,59.0,63.33,644.81,36.5,1,1,
Poli,Engenharia Elétrica,,Escola Pública (EP),Primeira,79,69.0,75.0,772.59,40.0,7,5,https://drive.google.com/open?id=11qhU9xnJeS6gFd3PzB4nFuF1XTmvYadl
ICB,Ciências Biomédicas,,Escola Pública (EP),Primeira,69,55.17,70.83,675.56,27.67,4,4,
FCF,Farmácia Bioquímica,,Ampla Concorrência (AC),Primeira,73,62.5,70.83,714.81,34.5,20,20,https://drive.google.com/open?id=1EsZPi4kp_szx7170_qmauuchWD0dIHbd
FD,Direito Noturno,,Ampla Concorrência (AC),Primeira,72,60.0,67.5,691.0,35.0,251,248,
EESC,Engenharia da Computação,,Escola Pública (EP,Primeira,65,67.5,62.5,674.07,42.5,6,6,https://drive.google.com/open?id=1So-7MB2bnpTahk3o_Y-EFRDAkiVA_eVF
EESC,Engenharia de Computação ,,Ampla Concorrência (AC),Primeira,72,53.0,69.17,673.89,33.5,36,34,
FD,Direito Noturno,,Escola Pública (EP),Primeira,65,68.5,61.67,674.63,39.5,18,18,
IO,Oceanografia,,Ampla Concorrência (AC),Primeira,60,61.5,57.5,618.89,37.0,7,7,
FFLCH,Geografia,,Ampla Concorrência (AC),Primeira,52,56.0,53.0,557.0,35.0,40,40,https://drive.google.com/open?id=1PQ5ar8HvtCscMXwkTXsH-ExfKaFP02Lf
Poli,Engenharia Elétrica,,Ampla Concorrência (AC),Primeira,81,67.5,86.67,813.9,35.0,38,27,
IO,Oceanografia,,Escola Pública (EP),Primeira,46,60.0,26.67,459.26,36.0,7,7,
Poli,Engenharia Elétrica,,Ampla Concorrência (AC),Primeira,82,81.0,83.33,851.48,48.5,10,6,
